tender_no,agency,category,award_date,fiscal_year,procurement_type,is_ett,n_rows,n_suppliers,awarded_amt,near_threshold,round_amount,high_share_incumbent,dominant_supplier_category,score,reasons
JTC000ETT22000083,Jurong Town Corporation,other,2022-08-24,FY2022,ETT,True,1,1,452514.0,False,False,False,False,0.0,
NEA000ETT22000039,National Environment Agency,other,2022-08-24,FY2022,ETT,True,1,1,425190.0,False,False,False,False,0.0,
NST000ETT22000063,"Agency for Science, Technology and Research",construction,2022-08-24,FY2022,ETT,True,1,1,2388000.0,False,False,False,False,0.0,
MAS000ETT22000019,Monetary Authority of Singapore,other,2022-08-24,FY2022,ETT,True,1,1,643600.0,False,False,False,False,0.0,
NAC000ETT22000005,National Arts Council,consultancy,2022-08-25,FY2022,ETT,True,10,10,728400.0,False,False,False,False,0.0,
HDB000ETT22000081,Housing and Development Board,other,2022-08-25,FY2022,ETT,True,1,1,1688888.0,False,False,False,False,0.0,
TPO000ETT22000010,Temasek Polytechnic,cleaning/facilities,2022-08-25,FY2022,ETT,True,1,1,248720.0,False,False,False,False,0.0,
PAS000ETT22000067,People's Association,other,2022-08-25,FY2022,ETT,True,1,1,2980000.0,False,True,False,False,1.0,round_amount
NEA000ETT22000018,National Environment Agency,supplies,2022-08-25,FY2022,ETT,True,1,1,97850.0,False,False,False,False,0.0,
NEA000ETT21000113,National Environment Agency,supplies,2022-08-25,FY2022,ETT,True,2,2,130270.70000000001,False,False,False,False,0.0,
NST000ETT21000173,"Agency for Science, Technology and Research",IT,2022-08-25,FY2022,ETT,True,1,1,7855988.0,False,False,False,False,0.0,
CDVHQ0ETT22000003,Ministry of Social and Family Development - Ministry Headquarter,consultancy,2022-08-26,FY2022,ETT,True,1,1,12.7,False,False,False,False,0.0,
MHA00003000013842,Ministry of Home Affairs - Ministry Headquarter 1,consultancy,2022-08-26,FY2022,(no code),False,1,1,2492000.0,False,False,False,False,0.0,
HDB000ETT22000117,Housing and Development Board,cleaning/facilities,2022-08-26,FY2022,ETT,True,1,1,84000.0,True,False,False,False,0.5,near_threshold
PUB000ETT22000092,Public Utilities Board,supplies,2022-08-26,FY2022,ETT,True,1,1,4905.42,False,False,False,False,0.0,
CPF000ETT22000010,Central Provident Fund Board,other,2022-08-26,FY2022,ETT,True,1,1,1375642.24,False,False,False,False,0.0,
LTA000ETT20300057,Land Transport Authority,other,2022-08-26,FY2022,ETT,True,1,1,273270860.4,False,False,False,False,0.0,
NEA000ETT22000008,National Environment Agency,cleaning/facilities,2022-08-29,FY2022,ETT,True,1,1,407120.0,False,False,False,False,0.0,
CCS000ETT22000001,Competition and Consumer Commission of Singapore (CCCS),consultancy,2022-08-29,FY2022,ETT,True,1,1,202000.0,False,False,False,False,0.0,
HDB000ETT22000106,Housing and Development Board,supplies,2022-08-29,FY2022,ETT,True,1,1,113.8,False,False,False,False,0.0,
NST000ETT22000062,"Agency for Science, Technology and Research",other,2022-08-29,FY2022,ETT,True,1,1,240000.0,False,True,False,False,1.0,round_amount
NPO000ETT22000014,Ngee Ann Polytechnic,IT,2022-08-29,FY2022,ETT,True,1,1,38800.0,False,False,False,False,0.0,
STB000ETT22000011,Singapore Tourism Board,other,2022-08-29,FY2022,ETT,True,1,1,385500.0,False,False,False,False,0.0,
NYP000ETT22000012,Nanyang Polytechnic,construction,2022-08-29,FY2022,ETT,True,1,1,546010.0,False,False,False,False,0.0,
MDA000ETT22000021,Info-communications Media Development Authority - MDA,consultancy,2022-08-29,FY2022,ETT,True,1,1,82000.0,True,False,False,False,0.5,near_threshold
FOR000ETT22000029,Ministry of Foreign Affairs,cleaning/facilities,2022-08-30,FY2022,ETT,True,1,1,414274.91,False,False,False,False,0.0,
PUB000ETT22000030,Public Utilities Board,other,2022-08-30,FY2022,ETT,True,1,1,693000.0,False,False,False,False,0.0,
PMOCPIETT22000003,Prime Minister's Office-Corrupt Practices Investigation Bureau,cleaning/facilities,2022-08-30,FY2022,ETT,True,1,1,276100.0,False,False,False,False,0.0,
PAS000ETT22000149,People's Association,other,2022-08-30,FY2022,ETT,True,1,1,1122000.0,False,False,False,False,0.0,
BCA000ETT22000012,Building and Construction Authority,construction,2022-08-30,FY2022,ETT,True,1,1,4910000.0,False,True,False,False,1.0,round_amount
RPO000ETT22000003,Republic Polytechnic,consultancy,2022-08-30,FY2022,ETT,True,1,1,500000.0,False,True,False,False,1.0,round_amount
ITE000ETT22000004,Institute of Technical Education,supplies,2022-08-30,FY2022,ETT,True,6,6,129.0,False,False,False,False,0.0,
RPO000ETT22000006,Republic Polytechnic,IT,2022-08-31,FY2022,ETT,True,1,1,5323588.0,False,False,False,False,0.0,
ITE000ETT22000008,Institute of Technical Education,IT,2022-08-31,FY2022,ETT,True,1,1,105000.0,False,False,False,False,0.0,
FINVITETT22000006,Ministry of Finance - Vital,consultancy,2022-08-31,FY2022,ETT,True,1,1,652000.0,False,False,False,False,0.0,
PAS000ETT22000052,People's Association,other,2022-08-31,FY2022,ETT,True,6,6,219091.3,False,False,False,False,0.0,
HDB000ETT22000060,Housing and Development Board,construction,2022-08-31,FY2022,ETT,True,1,1,231380000.0,False,True,False,False,1.0,round_amount
PUB000ETT22000051,Public Utilities Board,consultancy,2022-08-31,FY2022,ETT,True,1,1,387700.0,False,False,False,False,0.0,
NHB000ETT22000004,National Heritage Board,other,2022-08-31,FY2022,ETT,True,1,1,1284025.0,False,False,False,False,0.0,
NST000ETT22000073,"Agency for Science, Technology and Research",other,2022-08-31,FY2022,ETT,True,1,1,219351.6,False,False,False,False,0.0,
JTC000ETT22000077,Jurong Town Corporation,other,2022-08-31,FY2022,ETT,True,1,1,1.0,False,False,False,False,0.0,
HDB000ETT21000203,Housing and Development Board,cleaning/facilities,2022-08-31,FY2022,ETT,True,1,1,4563430.0,False,False,False,False,0.0,
SCB000ETT22000016,Science Centre Board,other,2022-08-31,FY2022,ETT,True,1,1,727430.0,False,False,False,False,0.0,
MAS000ETT22000003,Monetary Authority of Singapore,IT,2022-08-31,FY2022,ETT,True,1,1,670000.0,False,True,False,False,1.0,round_amount
HDB000ETT21000205,Housing and Development Board,cleaning/facilities,2022-08-31,FY2022,ETT,True,1,1,3383000.0,False,False,False,False,0.0,
MDA000ETT22000017,Info-communications Media Development Authority - MDA,supplies,2022-08-31,FY2022,ETT,True,1,1,1944.0,False,False,False,False,0.0,
MHA00003000012070,Ministry of Home Affairs - Ministry Headquarter 1,cleaning/facilities,2022-08-31,FY2022,(no code),False,1,1,4921886.0,False,False,False,False,0.0,
NCS000ETT22000007,National Council of Social Service,consultancy,2022-09-01,FY2022,ETT,True,1,1,490000.0,False,True,False,False,1.0,round_amount
SDC000ETT22000028,Sentosa Development Corporation,other,2022-09-01,FY2022,ETT,True,1,1,4505000.0,False,False,False,False,0.0,
PAS000ETT22000155,People's Association,supplies,2022-09-01,FY2022,ETT,True,1,1,2673000.0,False,False,False,False,0.0,
RPO000ETT22000020,Republic Polytechnic,cleaning/facilities,2022-09-01,FY2022,ETT,True,1,1,384663.0,False,False,False,False,0.0,
MPA000ETT22000015,Maritime and Port Authority of Singapore,supplies,2022-09-02,FY2022,ETT,True,2,2,117019.0,False,False,False,False,0.0,
CCYNYCETT22000004,"Ministry of Culture, Community and Youth - National Youth Council",consultancy,2022-09-02,FY2022,ETT,True,1,1,460400.0,False,False,False,False,0.0,
ESG000ETT22000004,Enterprise Singapore,other,2022-09-02,FY2022,ETT,True,4,4,4500000.0,False,True,False,False,1.0,round_amount
STB000ETT22000029,Singapore Tourism Board,other,2022-09-02,FY2022,ETT,True,1,1,800000.0,False,True,False,False,1.0,round_amount
LTA000ETT22000041,Land Transport Authority,supplies,2022-09-02,FY2022,ETT,True,1,1,1115047.0,False,False,False,False,0.0,
MUI000ETT22000003,Majlis Ugama Islam Singapura,other,2022-09-05,FY2022,ETT,True,1,1,7499555.0,False,False,False,False,0.0,
RPO000ETT22000009,Republic Polytechnic,construction,2022-09-05,FY2022,ETT,True,1,1,127997.0,False,False,False,False,0.0,
HDB000ETT22000139,Housing and Development Board,consultancy,2022-09-05,FY2022,ETT,True,1,1,106000.0,False,False,False,False,0.0,
ESG000ETT22000011,Enterprise Singapore,other,2022-09-05,FY2022,ETT,True,1,1,78000.0,False,False,False,False,0.0,
AGC000ETT22000002,Attorney-General's Chambers,other,2022-09-05,FY2022,ETT,True,1,1,1350000.0,False,True,False,False,1.0,round_amount
FOR000ETT22000035,Ministry of Foreign Affairs,other,2022-09-05,FY2022,ETT,True,1,1,97140.17,False,False,False,False,0.0,
NEA000ETT22000027,National Environment Agency,other,2022-09-05,FY2022,ETT,True,1,1,597000.0,False,False,False,False,0.0,
PUB000ETT22000012,Public Utilities Board,other,2022-09-05,FY2022,ETT,True,1,1,68000000.0,False,True,False,False,1.0,round_amount
PUB000ETT22000023,Public Utilities Board,consultancy,2022-09-05,FY2022,ETT,True,1,1,4998000.0,False,False,False,False,0.0,
HDB000ETT22000080,Housing and Development Board,construction,2022-09-05,FY2022,ETT,True,1,1,1988000.0,False,False,False,False,0.0,
GVT000ETT22000003,Government Technology Agency (GovTech),other,2022-09-05,FY2022,ETT,True,3,3,6.0,False,False,False,False,0.0,
NCS000ETT22000012,National Council of Social Service,consultancy,2022-09-05,FY2022,ETT,True,2,2,402000.0,False,False,False,False,0.0,
BCA000ETT22000014,Building and Construction Authority,consultancy,2022-09-06,FY2022,ETT,True,1,1,51200.0,False,False,False,False,0.0,
CDVHQ0ETT22000011,Ministry of Social and Family Development - Ministry Headquarter,construction,2022-09-06,FY2022,ETT,True,1,1,88370.0,True,False,False,False,0.5,near_threshold
NST000ETT22000036,"Agency for Science, Technology and Research",other,2022-09-06,FY2022,ETT,True,1,1,295800.0,False,False,False,False,0.0,
EDB000ETT22000008,Economic Development Board,training,2022-09-06,FY2022,ETT,True,2,2,23275.0,False,False,False,False,0.0,
RPO000ETT22000017,Republic Polytechnic,other,2022-09-07,FY2022,ETT,True,1,1,310.0,False,False,False,False,0.0,
GVT000ETT22000017,Government Technology Agency (GovTech),supplies,2022-09-08,FY2022,ETT,True,1,1,5047434.0,False,False,False,False,0.0,
MOE000ETT22000017,Ministry of Education,cleaning/facilities,2022-09-08,FY2022,ETT,True,1,1,19900000.0,False,True,False,False,1.0,round_amount
STB000ETT21000032,Singapore Tourism Board,other,2022-09-08,FY2022,ETT,True,6,6,4446000.0,False,False,False,False,0.0,
HDB000ETT22000075,Housing and Development Board,other,2022-09-09,FY2022,ETT,True,1,1,26985000.0,False,False,False,False,0.0,
PUB000ETT22000038,Public Utilities Board,cleaning/facilities,2022-09-09,FY2022,ETT,True,1,1,1999167.0,False,False,False,False,0.0,
GVT000ETT22000019,Government Technology Agency (GovTech),IT,2022-09-09,FY2022,ETT,True,1,1,151614.4,False,False,False,False,0.0,
GVT000ETT22000001,Government Technology Agency (GovTech),IT,2022-09-10,FY2022,ETT,True,8,8,8.0,False,False,False,False,0.0,
PAS000ETT22000142,People's Association,other,2022-09-12,FY2022,ETT,True,3,3,157460.0,False,False,False,False,0.0,
HLTHQ0ETT22000033,Ministry of Health-Ministry Headquarter,other,2022-09-12,FY2022,ETT,True,5,5,6692915.0,False,False,False,False,0.0,
PAS000ETT22000156,People's Association,other,2022-09-12,FY2022,ETT,True,1,1,177000.0,False,False,False,False,0.0,
PMOHQ0ETT22000004,Prime Minister's Office-Ministry Headquarter,construction,2022-09-12,FY2022,ETT,True,1,1,135000.0,False,False,False,False,0.0,
LTA000ETT22000071,Land Transport Authority,cleaning/facilities,2022-09-12,FY2022,ETT,True,1,1,862388.0,False,False,False,False,0.0,
HSA000ETT22000019,Health Sciences Authority,supplies,2022-09-12,FY2022,ETT,True,1,1,278173.26,False,False,False,False,0.0,
CAA000ETT22000013,Civil Aviation Authority of Singapore,other,2022-09-12,FY2022,ETT,True,1,1,265800.0,False,False,False,False,0.0,
WSG000ETT22000007,Workforce Singapore,other,2022-09-12,FY2022,ETT,True,1,1,81840.04,True,False,False,False,0.5,near_threshold
HDB000ETT22000120,Housing and Development Board,IT,2022-09-13,FY2022,ETT,True,1,1,483590.0,False,False,False,False,0.0,
NPB000ETT22000050,National Parks Board,cleaning/facilities,2022-09-13,FY2022,ETT,True,1,1,556380.0,False,False,False,False,0.0,
PAS000ETT22000023,People's Association,other,2022-09-13,FY2022,ETT,True,1,1,66988000.0,False,False,False,False,0.0,
MHA00003000013751,Ministry of Home Affairs - Ministry Headquarter 1,cleaning/facilities,2022-09-13,FY2022,(no code),False,1,1,4423652.0,False,False,False,False,0.0,
HSA000ETT22000026,Health Sciences Authority,supplies,2022-09-13,FY2022,ETT,True,1,1,5799.06,False,False,False,False,0.0,
NEA000ETT22000038,National Environment Agency,construction,2022-09-13,FY2022,ETT,True,1,1,3487000.0,False,False,False,False,0.0,
MDA000ETT22000014,Info-communications Media Development Authority - MDA,other,2022-09-13,FY2022,ETT,True,1,1,198020.0,False,False,False,False,0.0,
NST000ETT22000082,"Agency for Science, Technology and Research",other,2022-09-13,FY2022,ETT,True,1,1,123657.6,False,False,False,False,0.0,
PUB000ETT22000040,Public Utilities Board,other,2022-09-13,FY2022,ETT,True,1,1,987948.0,False,False,False,False,0.0,
JUDSUPETT22000003,Judiciary-Supreme Court,other,2022-09-13,FY2022,ETT,True,1,1,118000.0,False,False,False,False,0.0,
NST000ETT22000057,"Agency for Science, Technology and Research",cleaning/facilities,2022-09-13,FY2022,ETT,True,1,1,130800.0,False,False,False,False,0.0,
NST000ETT22000054,"Agency for Science, Technology and Research",cleaning/facilities,2022-09-14,FY2022,ETT,True,1,1,113335.0,False,False,False,False,0.0,
NST000ETT22000052,"Agency for Science, Technology and Research",consultancy,2022-09-14,FY2022,ETT,True,1,1,721777.0,False,False,False,False,0.0,
HDB000ETT22000162,Housing and Development Board,cleaning/facilities,2022-09-14,FY2022,ETT,True,1,1,11250.0,False,False,False,False,0.0,
JTC000ETT22000025,Jurong Town Corporation,other,2022-09-14,FY2022,ETT,True,1,1,2528708.0,False,False,False,False,0.0,
HDB000ETT21000195,Housing and Development Board,other,2022-09-14,FY2022,ETT,True,1,1,2482000.0,False,False,False,False,0.0,
NAC000ETT22000006,National Arts Council,other,2022-09-14,FY2022,ETT,True,1,1,101000.0,False,False,False,False,0.0,
RPO000ETT22000013,Republic Polytechnic,training,2022-09-14,FY2022,ETT,True,1,1,400.0,False,False,False,False,0.0,
MHA00003000014066,Ministry of Home Affairs - Ministry Headquarter 1,IT,2022-09-14,FY2022,(no code),False,1,1,2290543.5,False,False,False,False,0.0,
PMONRFETT22000001,Prime Minister's Office - National Research Foundation,consultancy,2022-09-14,FY2022,ETT,True,1,1,1121495.33,False,False,False,False,0.0,
GVT000ETT22000009,Government Technology Agency (GovTech),IT,2022-09-14,FY2022,ETT,True,1,1,1.0,False,False,False,False,0.0,
STB000ETT22000030,Singapore Tourism Board,other,2022-09-14,FY2022,ETT,True,1,1,38000.0,False,False,False,False,0.0,
MAS000ETT22000030,Monetary Authority of Singapore,other,2022-09-14,FY2022,ETT,True,1,1,34847.42,False,False,False,False,0.0,
MHA00003000013856,Ministry of Home Affairs - Ministry Headquarter 1,other,2022-09-14,FY2022,(no code),False,1,1,13161798.72,False,False,False,False,0.0,
NPO000ETT22000018,Ngee Ann Polytechnic,IT,2022-09-14,FY2022,ETT,True,1,1,634950.1,False,False,False,False,0.0,
NCS000ETT22000009,National Council of Social Service,consultancy,2022-09-15,FY2022,ETT,True,1,1,1617592.0,False,False,False,False,0.0,
MOMHQ0ETT22000002,Ministry of Manpower-Ministry Headquarter,cleaning/facilities,2022-09-15,FY2022,ETT,True,1,1,76458230.0,False,False,False,False,0.0,
NST000ETT22000030,"Agency for Science, Technology and Research",other,2022-09-15,FY2022,ETT,True,1,1,520000.0,False,True,False,False,1.0,round_amount
PAS000ETT22000143,People's Association,other,2022-09-15,FY2022,ETT,True,1,1,227040.0,False,False,False,False,0.0,
NST000ETT22000033,"Agency for Science, Technology and Research",other,2022-09-15,FY2022,ETT,True,1,1,654675.0,False,False,False,False,0.0,
NST000ETT22000018,"Agency for Science, Technology and Research",other,2022-09-15,FY2022,ETT,True,1,1,810000.0,False,True,False,False,1.0,round_amount
FINAGDETT22000005,Ministry of Finance-Accountant-General's Department,supplies,2022-09-15,FY2022,ETT,True,1,1,21300.02,False,False,False,False,0.0,
NST000ETT21000198,"Agency for Science, Technology and Research",supplies,2022-09-15,FY2022,ETT,True,1,1,252280.0,False,False,False,False,0.0,
MDA000ETT22000019,Info-communications Media Development Authority - MDA,IT,2022-09-15,FY2022,ETT,True,1,1,790920.0,False,False,False,False,0.0,
PUB000ETT22000103,Public Utilities Board,other,2022-09-15,FY2022,ETT,True,1,1,82631.79,True,False,False,False,0.5,near_threshold
CDVHQ0ETT22000010,Ministry of Social and Family Development - Ministry Headquarter,consultancy,2022-09-15,FY2022,ETT,True,1,1,8.63,False,False,False,False,0.0,
SFA000ETT22000011,Singapore Food Agency,cleaning/facilities,2022-09-16,FY2022,ETT,True,1,1,23777644.0,False,False,False,False,0.0,
NST000ETT22000022,"Agency for Science, Technology and Research",supplies,2022-09-16,FY2022,ETT,True,1,1,497653.0,False,False,False,False,0.0,
LTA000ETT22000045,Land Transport Authority,construction,2022-09-16,FY2022,ETT,True,1,1,39680000.0,False,True,False,False,1.0,round_amount
EMA000ETT22000011,Energy Market Authority of Singapore,other,2022-09-16,FY2022,ETT,True,1,1,208500.0,False,False,False,False,0.0,
NCS000ETT22000010,National Council of Social Service,consultancy,2022-09-16,FY2022,ETT,True,1,1,156000.0,False,False,False,False,0.0,
ITE000ETT22000013,Institute of Technical Education,supplies,2022-09-16,FY2022,ETT,True,3,3,382.95,False,False,False,False,0.0,
NCS000ETT22000011,National Council of Social Service,consultancy,2022-09-16,FY2022,ETT,True,1,1,421000.0,False,False,False,False,0.0,
TPO000ETT22000009,Temasek Polytechnic,IT,2022-09-16,FY2022,ETT,True,1,1,2428502.49,False,False,False,False,0.0,
NST000ETT22000070,"Agency for Science, Technology and Research",supplies,2022-09-16,FY2022,ETT,True,1,1,423544.51,False,False,False,False,0.0,
CAA000ETT22000011,Civil Aviation Authority of Singapore,consultancy,2022-09-16,FY2022,ETT,True,1,1,220219.0,False,False,False,False,0.0,
HDB000ETT22000043,Housing and Development Board,construction,2022-09-16,FY2022,ETT,True,1,1,1630.0,False,False,False,False,0.0,
NYP000ETT22000018,Nanyang Polytechnic,IT,2022-09-16,FY2022,ETT,True,1,1,657252.0,False,False,False,False,0.0,
NEA000ETT22000017,National Environment Agency,other,2022-09-19,FY2022,ETT,True,1,1,978160.0,False,False,False,False,0.0,
NYP000ETT22000016,Nanyang Polytechnic,other,2022-09-19,FY2022,ETT,True,1,1,214923.0,False,False,False,False,0.0,
JTC000ETT22000082,Jurong Town Corporation,consultancy,2022-09-19,FY2022,ETT,True,1,1,11.86,False,False,False,False,0.0,
FOR000ETT22000025,Ministry of Foreign Affairs,construction,2022-09-19,FY2022,ETT,True,1,1,424387.35,False,False,False,False,0.0,
JTC000ETT22000079,Jurong Town Corporation,other,2022-09-19,FY2022,ETT,True,1,1,303000.0,False,False,False,False,0.0,
